,AppID,Name,Peak CCU,Required age,Price,DLC count,Supported languages,Metacritic score,Positive,Negative,sum_column,Average playtime forever,Median playtime forever,Developers,Publishers,Categories,Genres,Tags,Rank
48,1203220,NARAKA: BLADEPOINT,61338,0,19.99,2,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'French', 'German', 'Spanish - Spain', 'Russian', 'Turkish', 'Portuguese', 'Vietnamese', 'Thai']",71,86893,24106,110999,7583,1683,24 Entertainment,NetEase Games Montréal,"Multi-player,PvP,Online PvP,In-App Purchases,Partial Controller Support","Action,Adventure,Massively Multiplayer","Battle Royale,Sexual Content,Multiplayer,Martial Arts,PvP,Survival,Hack and Slash,Third Person,Nudity,Parkour,Action,Massively Multiplayer,Swordplay,Violent,Character Customization,Female Protagonist,Gore,Fighting,Adventure,Anime",43
1762,1331550,Big Ambitions,10880,0,20.69,0,"['English', 'French', 'German', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Turkish']",0,565,25,590,462,462,Hovgaard Games,Hovgaard Games,"Single-player,Steam Achievements,Steam Cloud","Indie,Simulation,Early Access","Early Access,Management,Simulation,Capitalism,Economy,Life Sim,Time Management,Sandbox,Immersive Sim,Singleplayer,3D,Inventory Management,Third Person,Top-Down,RPG,Resource Management,Open World,CRPG,Stylized,Modern",44
688,960170,DJMAX RESPECT V,980,0,49.99,33,"['English', 'Korean', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese']",0,16522,2632,19154,1782,652,NEOWIZ,NEOWIZ,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,In-App Purchases,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet","Action,Casual,Sports","Rhythm,Casual,Action,Music,Sports,Great Soundtrack,Anime,Multiplayer,Singleplayer,Competitive,Difficult,Arcade,Early Access,Sexual Content,2D,Nudity,Psychological Horror",45
1846,2349820,Hero's Land,0,0,0.0,0,"['Simplified Chinese', 'English', 'Traditional Chinese']",0,0,0,0,0,0,Orienjoy,Orienjoy,"Multi-player,MMO,PvP,Online PvP,Steam Achievements,In-App Purchases","Action,Adventure,Free to Play,Massively Multiplayer,RPG","Action,Adventure,Free to Play,Massively Multiplayer,RPG",46
2216,2157560,Granblue Fantasy Versus: Rising,5934,0,49.99,5,"['Japanese', 'English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",0,812,195,1007,0,0,"Cygames, Inc.,Arc System Works","Cygames, Inc.","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Partial Controller Support,Steam Cloud,Remote Play Together",Action,"Action,2D Fighter,Multiplayer,Singleplayer,Action RPG,e-sports,Fighting,Anime,Fantasy,Free to Play,Great Soundtrack",47
1440,977950,A Dance of Fire and Ice,2600,0,5.99,3,"['English', 'Spanish - Spain', 'Korean', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Brazil', 'Japanese', 'Spanish - Latin America', 'Polish', 'Romanian', 'Russian', 'Vietnamese', 'Czech', 'French']",0,39971,2671,42642,800,341,7th Beat Games,"7th Beat Games,indienova","Single-player,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor,Remote Play on Phone,Remote Play on Tablet",Indie,"Rhythm,Music,Indie,Difficult,Great Soundtrack,Singleplayer,2D,Level Editor,Action,Psychological Horror,Casual,Souls-like",48
558,1426210,It Takes Two,10627,0,39.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",89,90731,3749,94480,932,841,Hazelight,Electronic Arts,"Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play Together","Action,Adventure","Co-op,Multiplayer,Split Screen,Puzzle,Local Co-Op,Adventure,Online Co-Op,Story Rich,Local Multiplayer,Puzzle-Platformer,3D Platformer,Co-op Campaign,Action-Adventure,Platformer,Emotional,Action,Atmospheric,Female Protagonist,Exploration,Minigames",49
1620,1868140,DAVE THE DIVER,2518,0,17.99,0,"['English', 'Korean', 'Japanese', 'Simplified Chinese']",0,557,27,584,200,200,MINTROCKET,MINTROCKET,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,RPG,Early Access","Exploration,Action-Adventure,Pixel Graphics,Management,Underwater,RPG,2.5D,Story Rich,Singleplayer,Combat,Adventure,Early Access",50
323,239140,Dying Light,5110,17,29.99,34,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Russian', 'Korean', 'Simplified Chinese', 'Spanish - Latin America', 'Japanese', 'Thai', 'Traditional Chinese', 'Turkish', 'Czech']",87,316493,16568,333061,2211,1215,Techland,Techland,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor,Remote Play on Tablet,Remote Play on TV","Action,RPG","Zombies,Survival Horror,Horror,Online Co-Op,Open World,Parkour,First-Person,Survival,Open World Survival Craft,Action,FPS,Gore,PvE,PvP,Stealth,Post-apocalyptic,Story Rich,Hack and Slash,Action RPG,RPG",51
857,252490,Rust,96112,17,39.99,4,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Ukrainian', 'Polish', 'Portuguese', 'Turkish', 'Arabic', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Norwegian', 'Portuguese - Brazil', 'Spanish - Latin America', 'Swedish', 'Traditional Chinese', 'Vietnamese']",69,703687,108223,811910,16623,3035,Facepunch Studios,Facepunch Studios,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Valve Anti-Cheat enabled,Stats,Remote Play on Tablet","Action,Adventure,Indie,Massively Multiplayer,RPG","Survival,Crafting,Multiplayer,Open World,Open World Survival Craft,Building,Sandbox,PvP,Adventure,First-Person,Action,FPS,Nudity,Co-op,Shooter,Online Co-Op,Indie,Early Access,Post-apocalyptic,Simulation",52
171,346110,ARK: Survival Evolved,98215,0,29.99,15,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Portuguese - Brazil', 'Simplified Chinese', 'Czech', 'Danish', 'Dutch', 'Hungarian', 'Polish', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Finnish', 'Japanese', 'Korean']",70,461567,98701,560268,10660,1062,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",Studio Wildcard,"Single-player,Multi-player,MMO,Co-op,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor,Remote Play on Tablet","Action,Adventure,Indie,Massively Multiplayer,RPG","Open World Survival Craft,Survival,Open World,Multiplayer,Dinosaurs,Crafting,Building,Adventure,Base-Building,Co-op,Action,First-Person,Sandbox,Massively Multiplayer,Singleplayer,Early Access,RPG,Dragons,Sci-fi,Indie",53
2020,1260320,Party Animals,2701,0,19.99,1,"['English', 'Simplified Chinese', 'Traditional Chinese']",0,24186,9134,33320,455,329,Recreate Games,Source Technology,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,Remote Play Together","Action,Casual,Indie","Casual,Funny,Multiplayer,Cute,Party Game,Action,Fighting,PvP,Co-op,Party,Family Friendly,Online Co-Op,Physics,3D Fighter,4 Player Local,Indie,Local Multiplayer,Team-Based,Local Co-Op,Action-Adventure",54
1378,1635450,Longvinter,271,0,16.99,1,"['English', 'French', 'German', 'Spanish - Spain', 'Korean', 'Simplified Chinese', 'Thai', 'Dutch', 'Russian', 'Spanish - Latin America', 'Vietnamese', 'Italian', 'Portuguese', 'Turkish']",0,1560,755,2315,377,409,Uuvana Studios,Uuvana Studios,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements","Action,Adventure,Massively Multiplayer,RPG,Simulation,Early Access","Early Access,Survival,Multiplayer,Crafting,Open World,Sandbox,Open World Survival Craft,Adventure,PvP,Building,Co-op,Exploration,Action,Cute,Shooter,Nature,Economy,Walking Simulator,Stylized,Action-Adventure",55
161,897450,The Survivalists,156,0,24.99,3,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Arabic', 'Dutch']",69,3529,1139,4668,350,387,Team17,Team17,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure,Casual,Indie","Crafting,Adventure,Online Co-Op,Survival,Singleplayer,Open World Survival Craft,Base-Building,Multiplayer,Sandbox,Open World,Co-op,Pixel Graphics,Exploration,2D,Casual,Hunting,Character Customization,Action,Top-Down,Procedural Generation",56
2158,949230,Cities: Skylines II,15375,0,49.99,0,"['English', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil', 'Traditional Chinese', 'Spanish - Spain']",0,23875,15425,39300,1353,878,Colossal Order Ltd.,Paradox Interactive,"Single-player,Steam Achievements,Full controller support,Steam Cloud",Simulation,"Simulation,City Builder,Building,Singleplayer,Sandbox,Management,Economy,Strategy,Realistic,Multiplayer,Moddable,Relaxing,Casual,Resource Management,Atmospheric,Open World,Early Access,Great Soundtrack,Transportation,Psychological Horror",57
508,397540,Borderlands 3,6557,17,59.99,21,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",81,87281,16216,103497,2389,1529,Gearbox Software,2K,"Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,RPG","RPG,Action,Looter Shooter,FPS,Online Co-Op,Open World,Multiplayer,Loot,Co-op,Shooter,Co-op Campaign,Singleplayer,Gore,First-Person,Violent,Adventure,Nudity,Great Soundtrack,Epic,Comedy",58
1127,1566390,Seed of the Dead: Sweet Home,24,0,29.99,1,"['Japanese', 'English', 'Simplified Chinese', 'Traditional Chinese', 'Spanish - Spain', 'Korean', 'Spanish - Latin America']",0,1684,350,2034,796,820,TeamKRAMA,Eroge Japan,"Single-player,Steam Achievements,Full controller support,Steam Cloud",Action,"Sexual Content,Shooter,Post-apocalyptic,Action,Anime,Zombies,FPS,Visual Novel,Survival,3D,Romance,Thriller,Horror,First-Person,NSFW,Building,Dark,Survival Horror,Cute,Dark Comedy",59
254,1250410,Microsoft Flight Simulator Game of the Year Edition,6991,0,59.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Dutch', 'Finnish', 'Japanese', 'Norwegian', 'Swedish']",91,29473,9244,38717,4574,2453,Asobo Studio,Xbox Game Studios,"Single-player,Multi-player,Steam Achievements,Full controller support,In-App Purchases",Simulation,"Simulation,Flight,Open World,Realistic,Multiplayer,Singleplayer,Atmospheric,VR,Real-Time,Physics,Adventure,Colorful,Family Friendly,TrackIR,Logic,Life Sim,Surreal,Beautiful,Short,Auto Battler",60
1066,1174180,Red Dead Redemption 2,26520,17,29.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",93,251841,32592,284433,5776,1811,Rockstar Games,Rockstar Games,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet","Action,Adventure","Open World,Adventure,Story Rich,Western,Action,Multiplayer,Realistic,Shooter,Singleplayer,Atmospheric,Third-Person Shooter,Horses,Beautiful,Mature,Great Soundtrack,Third Person,Sandbox,Gore,First-Person,FPS",61
1092,787480,Phoenix Wright: Ace Attorney Trilogy,701,0,29.99,4,"['Japanese', 'English', 'French', 'German', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",80,15202,355,15557,2193,878,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet",Adventure,"Detective,Visual Novel,Story Rich,Great Soundtrack,Mystery,Anime,Adventure,Puzzle,Singleplayer,Crime,Funny,Point & Click,Classic,Cult Classic,Comedy,2D,Conversation,Memes,Dynamic Narration,Casual",62
2210,1473350,(the) Gnorp Apologue,1307,0,6.29,0,['English'],0,267,5,272,114,114,Myco,(Myco),"Single-player,Steam Achievements","Casual,Indie,Simulation,Strategy","Clicker,Idler,Rogue-lite,Strategy,Building,Economy,Management,Mining,Cute,Rogue-like,2D,Casual,Simulation,Colorful,Minimalist,Pixel Graphics,Resource Management,Singleplayer,Experimental,Indie",63
1743,1326470,Sons Of The Forest,405191,0,29.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Finnish', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish', 'Traditional Chinese', 'Turkish']",0,31006,5954,36960,312,238,Endnight Games Ltd,Newnight,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure,Indie,Simulation,Early Access","Survival Horror,Multiplayer,Open World,Survival,Co-op,Base-Building,Crafting,First-Person,Horror,Exploration,Adventure,Atmospheric,Singleplayer,Building,Action-Adventure,Sandbox,Simulation,Action,Immersive Sim,Early Access",64
1410,431960,Wallpaper Engine,85643,0,3.99,1,"['English', 'German', 'Simplified Chinese', 'Polish', 'Portuguese - Brazil', 'French', 'Italian', 'Spanish - Spain', 'Finnish', 'Japanese', 'Korean', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Portuguese', 'Russian', 'Danish', 'Czech']",0,522889,10368,533257,3460,788,Wallpaper Engine Team,Wallpaper Engine Team,"Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Workshop,Includes level editor","Casual,Indie,Animation & Modeling,Design & Illustration,Photo Editing,Utilities","Mature,Utilities,Software,Anime,Design & Illustration,Animation & Modeling,Memes,Indie,Cute,NSFW,Early Access,Action,Funny,Singleplayer,Photo Editing,Sandbox,Game Development,Horror,Gaming,Free to Play",65
2111,2653790,The Exit 8,969,0,3.59,0,"['English', 'Japanese']",0,0,0,0,0,0,KOTAKE CREATE,KOTAKE CREATE,"Single-player,Full controller support","Adventure,Indie,Simulation","Adventure,Indie,Simulation",66
949,1446780,MONSTER HUNTER RISE,99009,0,59.99,135,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",87,37494,5799,43293,4462,2676,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Action,"Action,Online Co-Op,RPG,Hunting,Action RPG,JRPG,Co-op,Multiplayer,Third Person,Character Customization,Singleplayer,Anime,PvE,Fantasy,Nature,3D,Souls-like,Atmospheric,Ninja,Story Rich",67
1072,477160,Human: Fall Flat,5205,0,5.99,1,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Italian', 'Simplified Chinese', 'Japanese', 'Korean', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Thai', 'Turkish', 'Ukrainian', 'Traditional Chinese']",70,157904,8930,166834,1332,359,No Brakes Games,Curve Games,"Single-player,Multi-player,PvP,Online PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Remote Play on TV,Remote Play Together","Adventure,Casual,Indie,Simulation","Co-op,Funny,Puzzle,Adventure,Physics,Action,Sandbox,Puzzle-Platformer,Open World,Multiplayer,Indie,Local Co-Op,Comedy,Parkour,Local Multiplayer,Casual,Singleplayer,3D Platformer,Split Screen,Simulation",68
230,250900,The Binding of Isaac: Rebirth,16630,17,14.99,4,['English'],0,201024,4749,205773,10084,3162,"Nicalis, Inc.,Edmund McMillen","Nicalis, Inc.","Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Remote Play Together",Action,"Action Roguelike,Rogue-like,Indie,Replay Value,Difficult,Pixel Graphics,Dungeon Crawler,Great Soundtrack,Singleplayer,Dark,2D,Remake,Local Co-Op,Gore,Procedural Generation,Rogue-lite,Atmospheric,Action,Co-op,Horror",69
27,270880,American Truck Simulator,6087,0,19.99,32,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Turkish', 'Ukrainian']",76,104521,3859,108380,3335,858,SCS Software,SCS Software,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor,Remote Play Together","Indie,Simulation","Automobile Sim,Driving,Transportation,Open World,Simulation,America,Realistic,Moddable,Relaxing,Immersive Sim,Exploration,Economy,Atmospheric,Management,Multiplayer,Adventure,Singleplayer,Casual,Family Friendly,Level Editor",70
215,1222670,The Sims™ 4,20055,0,19.99,57,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Danish', 'Dutch', 'Japanese', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Russian', 'Swedish', 'Finnish', 'Traditional Chinese', 'Simplified Chinese', 'Korean']",0,52059,7448,59507,1469,379,Maxis,Electronic Arts,"Single-player,Steam Trading Cards,Remote Play on Tablet","Casual,Simulation","Life Sim,Character Customization,Simulation,Building,Sexual Content,Casual,Singleplayer,Romance,Relaxing,Funny,Multiplayer,Family Friendly,Cute,Sandbox,Dating Sim,Immersive Sim,Cartoony,Adventure,Realistic,Fantasy",71
2056,2334730,Death Must Die,5326,0,6.99,0,['English'],0,3664,319,3983,660,842,Realm Archive,Realm Archive,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Casual,Indie,RPG,Early Access","Early Access,Action Roguelike,RPG,Bullet Hell,Rogue-lite,Action,Pixel Graphics,Hack and Slash,2D,Action RPG,Rogue-like,Dark Fantasy,Isometric,Controller,Procedural Generation,Loot,Singleplayer,Fantasy,Inventory Management,Magic",72
842,394360,Hearts of Iron IV,42442,0,39.99,18,"['English', 'French', 'German', 'Polish', 'Portuguese - Brazil', 'Russian', 'Spanish - Spain']",83,175219,15155,190374,12245,3917,Paradox Development Studio,Paradox Interactive,"Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on Tablet","Simulation,Strategy","Strategy,World War II,Grand Strategy,War,Historical,Military,Alternate History,Multiplayer,Simulation,Tactical,Real-Time with Pause,RTS,Singleplayer,Diplomacy,Sandbox,Co-op,Great Soundtrack,Open World,Action,Casual",73
